source_name,source_domain,url,title,description,published_at,retrieved_at,query_used,article_id,feed_url
BBC,bbc.com,https://www.bbc.com/news/articles/clyzen2lgw9o?at_medium=RSS&at_campaign=rss,Female Israeli soldiers rescued after being chased by ultra-Orthodox men,The two women were helped by police after being forced to run from a mob in the city of Bnei Brak.,2026-02-16T07:47:54+00:00,2026-02-16T17:10:26.313140+00:00,rss_keyword_filter,ad18667fbade7ade,https://feeds.bbci.co.uk/news/world/middle_east/rss.xml
Al Jazeera,aljazeera.com,https://www.aljazeera.com/video/newsfeed/2026/2/16/israeli-police-clash-with-ultra-orthodox-protesters-over-army-enlistment?traffic_source=rss,Israeli police clash with ultra-Orthodox protesters over army enlistment,Two Israeli female soldiers were chased by an angry crowd of ultra-Orthodox men protesting military enlistment on Sunday,2026-02-16T11:18:32+00:00,2026-02-16T17:10:32.277677+00:00,rss_keyword_filter,4d7a76d4c859db51,https://www.aljazeera.com/xml/rss/all.xml
Al Jazeera,aljazeera.com,https://www.aljazeera.com/video/newsfeed/2026/2/16/epstein-ties-cast-shadow-over-legacy-of-oslos-palestine-peace-efforts?traffic_source=rss,Epstein ties cast shadow over legacy of Oslo’s Palestine peace efforts,New US court documents reveal ties between a key figure behind the Oslo Accords and sex offender Jeffrey Epstein.,2026-02-16T11:20:29+00:00,2026-02-16T17:10:32.277539+00:00,rss_keyword_filter,e715eea81d5885ca,https://www.aljazeera.com/xml/rss/all.xml
Al Jazeera,aljazeera.com,https://www.aljazeera.com/news/2026/2/16/dangerous-escalation-nations-condemn-israel-over-occupied-west-bank-move?traffic_source=rss,‘Dangerous escalation’: Nations condemn Israel over occupied West Bank move,"Egypt, Saudi Arabia and Qatar slam Israel&#039;s decision to register occupied West Bank lands as &#039;state property&#039;.",2026-02-16T12:25:36+00:00,2026-02-16T17:10:32.277374+00:00,rss_keyword_filter,b4b33932675bea7a,https://www.aljazeera.com/xml/rss/all.xml
Al Jazeera,aljazeera.com,https://www.aljazeera.com/video/newsfeed/2026/2/16/15-day-old-baby-loses-father-in-israeli-strike-on-gaza?traffic_source=rss,15-day-old baby loses father in Israeli strike on Gaza,A 15-day-old baby lost her father in Israel’s latest violation of the Gaza ‘ceasefire’ in attacks that killed 11 people.,2026-02-16T12:34:38+00:00,2026-02-16T17:10:32.277254+00:00,rss_keyword_filter,e8039d6b3567f2a5,https://www.aljazeera.com/xml/rss/all.xml
Al Jazeera,aljazeera.com,https://www.aljazeera.com/video/newsfeed/2026/2/16/rights-groups-condemn-israeli-plan-for-de-facto-annexation-of-west-bank?traffic_source=rss,Rights groups condemn Israeli plan for ‘de facto annexation’ of West Bank,"Palestinians in the occupied West Bank face risk of losing homes, after an Israeli government proposal to register land.",2026-02-16T12:36:28+00:00,2026-02-16T17:10:32.277145+00:00,rss_keyword_filter,6a8bbbd25c3c31fc,https://www.aljazeera.com/xml/rss/all.xml
The Guardian,theguardian.com,https://www.theguardian.com/commentisfree/2026/feb/16/international-humanitarian-law-gaza-sudan-ukraine,International humanitarian law is at risk – but it still carries weight | Kenneth Roth,"A study says IHL is at ‘critical breaking point’ amid horrendous violations in Gaza, Sudan and elsewhere. But to declare its demise would be premature Is international humanitarian law (IHL), the law designed to spare civilians as much as possible the hazards of warfare, at risk of imploding? That is the conclusion of a new compendious study of current armed conflicts around the world, citing the killing of civilians and other atrocities in Gaza, Ukraine, Sudan and elsewhere. “While the threat to IHL is not yet existential,” it warns, “it is at a critical breaking point.” There is no doubt that the disregard for civilian life in these conflicts has been horrendous. In Gaza and Sudan, it has risen to the level of genocide. But do these represent serious violations of the law or its demise? Kenneth Roth is a Guardian US columnist, visiting professor at Princeton’s School of Public and International Affairs, and former executive director of Human Rights Watch. He is the author of Righting Wrongs: Three Decades on the Front Lines Battling Abusive Governments Continue reading...",2026-02-16T13:00:27+00:00,2026-02-16T17:10:28.302097+00:00,rss_keyword_filter,3fdd1d8bc7c98079,https://www.theguardian.com/world/middleeast/rss
Al Jazeera,aljazeera.com,https://www.aljazeera.com/features/2026/2/16/rats-run-over-our-faces-gazas-displaced-forced-to-live-on-infested-land?traffic_source=rss,‘Rats run over our faces’: Gaza’s displaced forced to live on infested land,"Displaced Palestinians forced to live on a landfill battle rats, scabies and unexploded shells.",2026-02-16T13:02:22+00:00,2026-02-16T17:10:32.276983+00:00,rss_keyword_filter,5c9b61e2ad839374,https://www.aljazeera.com/xml/rss/all.xml
The Guardian,theguardian.com,https://www.theguardian.com/culture/2026/feb/16/british-museum-removes-word-palestine,British Museum removes word ‘Palestine’ from some displays,"Museum revises labelling on maps and panels, saying term used inaccurately and no longer historically neutral The British Museum has removed the word “Palestine” from some of its displays, saying the term was used inaccurately and is no longer historically neutral. Maps and information panels in the museum’s ancient Middle East galleries had referred to the eastern Mediterranean coast as Palestine, with some people described as being “of Palestinian descent”. Continue reading...",2026-02-16T13:37:36+00:00,2026-02-16T17:10:27.621648+00:00,rss_keyword_filter,a4bc5cd142cf0de0,https://www.theguardian.com/world/rss
The Guardian,theguardian.com,https://www.theguardian.com/australia-news/2026/feb/17/moderate-liberals-warn-angus-taylor-against-adopting-trump-style-immigration-policies,Moderate Liberals warn Angus Taylor against adopting Trump-style immigration policies,"Paul Scarr, the shadow immigration minister under Sussan Ley and South Australian senator Andrew McLachlan expressed concern Get our breaking news email , free app or daily news podcast Liberal MPs have warned their new leader, Angus Taylor, against lurching further to the right, and imposing “blanket bans” on immigration after a proposal was leaked to adopt hardline Trump-like policies to ban immigrants from specific regions under terrorist control – including Gaza and Lebanon. Guardian Australia reported on Monday an immigration plan drafted under the former leader Sussan Ley, proposing to ban migrants from 37 regions of 13 countries where listed terrorist organisations have territorial control. Continue reading...",2026-02-16T14:00:27+00:00,2026-02-16T17:10:27.621201+00:00,rss_keyword_filter,f87ed1e45bd8035b,https://www.theguardian.com/world/rss
Al Jazeera,aljazeera.com,https://www.aljazeera.com/video/newsfeed/2026/2/16/how-shipping-company-msc-facilitates-trade-from-israeli-settlements-through?traffic_source=rss,How shipping company MSC facilitates trade from Israeli settlements through,The world’s largest shipping company MSC has been moving goods to and from illegal Israeli settlements.,2026-02-16T14:02:45+00:00,2026-02-16T17:10:32.276818+00:00,rss_keyword_filter,da27ad4421778be6,https://www.aljazeera.com/xml/rss/all.xml
Al Jazeera,aljazeera.com,https://www.aljazeera.com/news/2026/2/16/israel-to-restart-land-registration-in-west-bank-what-that-means?traffic_source=rss,Israel to restart land registration in West Bank. What that means,"The land registration process will apply to Area C of the occupied West Bank, which is under complete Israeli control.",2026-02-16T14:41:13+00:00,2026-02-16T17:10:32.276577+00:00,rss_keyword_filter,d4b08839e1965fd2,https://www.aljazeera.com/xml/rss/all.xml
Al Jazeera,aljazeera.com,https://www.aljazeera.com/news/2026/2/16/un-staffers-back-francesca-albanese-condemn-european-ministers-for-attacks?traffic_source=rss,"UN staffers back Francesca Albanese, condemn European ministers for attacks","United Staff for Gaza, group of UN staffers, backs the special rapporteur after pro-Israel NGO floats disinformation.",2026-02-16T14:49:16+00:00,2026-02-16T17:10:32.276464+00:00,rss_keyword_filter,eccab419ab593c33,https://www.aljazeera.com/xml/rss/all.xml
Al Jazeera,aljazeera.com,https://www.aljazeera.com/opinions/2026/2/16/europes-israel-policy-faces-a-democratic-test?traffic_source=rss,Europe’s Israel policy faces a democratic test,Citizens have invoked the EU’s own human rights clause to demand suspension of its partnership with Israel.,2026-02-16T15:31:08+00:00,2026-02-16T17:10:32.276274+00:00,rss_keyword_filter,2190e42c18b7242a,https://www.aljazeera.com/xml/rss/all.xml
Al Jazeera,aljazeera.com,https://www.aljazeera.com/news/2026/2/16/new-israeli-housing-plan-near-jerusalem-slammed-as-disguised-annexation?traffic_source=rss,New Israeli housing plan near Jerusalem slammed as ‘disguised annexation’,"Israel plans to build thousands of settlement homes near Jerusalem, in effect expanding city&#039;s borders, activists say.",2026-02-16T16:27:51+00:00,2026-02-16T17:10:32.275780+00:00,rss_keyword_filter,694b8f18ea53aebf,https://www.aljazeera.com/xml/rss/all.xml
Hindustan Times,hindustantimes.com,https://www.hindustantimes.com/world-news/tehran-tv-series-producer-dana-eden-found-dead-in-athens-101771260789231.html,'Tehran' TV series producer Dana Eden found dead in Athens,The 52-year-old Israeli national's body was found Sunday night at a hotel near Syntagma Square.,2026-02-16T16:56:05+00:00,2026-02-16T17:10:38.024418+00:00,rss_keyword_filter,d3d8041f6b61456f,https://www.hindustantimes.com/feeds/rss/world-news/rssfeed.xml
