repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8783582089552239,0.8078028965511818,0.8032498700186503,0.8020295234324617,0.8032498700186504,"[np.float64(0.7727587400484597), np.float64(0.8961038961038963), np.float64(0.7530701754385966), np.float64(0.8278899082568807), np.float64(0.7462385321100917), np.float64(0.7959501557632398), np.float64(0.8943014705882353), np.float64(0.7502463054187192), np.float64(0.8132575757575758), np.float64(0.7826819407008087)]"
