repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8620689655172414,0.6882005445350096,0.6088577992074107,0.6033331457884381,0.6088577992074107,"[np.float64(0.5737179487179487), np.float64(0.6811320754716981), np.float64(0.49056603773584906), np.float64(0.6064814814814815), np.float64(0.5518207282913165), np.float64(0.7051282051282052), np.float64(0.65), np.float64(0.5811320754716981), np.float64(0.6652661064425771), np.float64(0.5833333333333334)]"
