repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.6076923076923076,0.6137864795939155,0.7505451464432498,0.5478505671359362,0.7505451464432498,"[np.float64(0.7307692307692308), np.float64(0.75), np.float64(0.7692307692307692), np.float64(0.7309523809523809), np.float64(0.7300724637681159), np.float64(0.7250936329588014), np.float64(0.8031914893617021), np.float64(0.7444444444444445), np.float64(0.7414772727272727), np.float64(0.7802197802197802)]"
