repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.5224137931034483,0.5571217778085766,0.6233842140307179,0.4427580475510043,0.6233842140307179,"[np.float64(0.75), np.float64(0.6547169811320754), np.float64(0.6075471698113208), np.float64(0.30092592592592593), np.float64(0.803921568627451), np.float64(0.6282051282051282), np.float64(0.5583333333333332), np.float64(0.6132075471698113), np.float64(0.6022408963585435), np.float64(0.7147435897435899)]"
